LOCODE,LAT,LON
ATWUL,47.8,16.5
ATXAE,48.1,14.8
ATZIN,48.31666666666667,15.666666666666666
ATZLF,48.7,16.05
ATZNG,48.483333333333334,15.683333333333334
ATZRF,48.65,16.65
BE7PD,50.36666666666667,3.7666666666666666
BE9IR,50.8,5.666666666666667
BEAAB,50.93333333333333,4.033333333333333
BEAAL,51.083333333333336,3.45
BEADK,51.06666666666667,2.6
BEAEJ,51.31666666666667,5.083333333333333
BEAFN,51.03333333333333,3.6666666666666665
BEAGT,50.7,5.7
BEAHE,50.55,5.216666666666667
BEAMY,50.55,5.316666666666666
BEANB,50.61666666666667,5.583333333333333
BEAND,50.483333333333334,5.1
BEANH,50.31666666666667,4.883333333333333
BEAPL,51.03333333333333,4.066666666666666
BEAPS,50.53333333333333,5.283333333333333
BEAPT,50.81666666666667,3.966666666666667
BEASP,50.916666666666664,3.65
BEASR,50.25,4.9
BEAST,50.983333333333334,3.55
BEATH,50.61666666666667,3.7666666666666666
BEATO,50.56666666666667,3.45
BEAVE,50.333333333333336,4.833333333333333
BEAVL,50.766666666666666,3.4333333333333336
BEAVS,50.45,4.616666666666667
BEBAI,50.28333333333333,5.333333333333333
BEBAN,50.516666666666666,5.166666666666667
BEBAT,51.05,4.45
BEBAZ,51.15,4.3
BEBBG,51.31666666666667,3.1333333333333333
BEBCM,50.78333333333333,3.5
BEBCR,50.483333333333334,4.25
BEBDU,50.483333333333334,3.8166666666666664
BEBER,51.31666666666667,4.866666666666667
BEBGK,51.2,3.5166666666666666
BEBGN,50.86666666666667,5.616666666666667
BEBHE,51.25,3.716666666666667
BEBHR,50.516666666666666,3.4
BEBHU,51.016666666666666,4.2
BEBLE,51.166666666666664,5.15
BEBLO,50.55,3.716666666666667
BEBLT,50.5,3.65
