signaldate,LAT,LON,operation_id,Outlier GPS,In Port,At Sea Anchor,At Sea Adrift,At Sea Voyage
2024-09-12T13:06:00.000000,36.3488605,18.155000166667,4,0,0,0,0,1
2024-09-12T13:07:00.000000,36.348877166667,18.150529333333,4,0,0,0,0,1
2024-09-12T13:08:00.000000,36.348886833333,18.146063,4,0,0,0,0,1
2024-09-12T13:09:00.000000,36.348915,18.141586,4,0,0,0,0,1
2024-09-12T13:10:00.000000,36.348952666667,18.137125833333,4,0,0,0,0,1
2024-09-12T13:11:00.000000,36.348980166667,18.1326565,4,0,0,0,0,1
2024-09-12T13:12:00.000000,36.349024,18.128191833333,4,0,0,0,0,1
2024-09-12T13:13:00.000000,36.349081833333,18.123746166667,4,0,0,0,0,1
2024-09-12T13:14:00.000000,36.349081166667,18.119309333333,4,0,0,0,0,1
2024-09-12T13:15:00.000000,36.349108333333,18.114855166667,4,0,0,0,0,1
2024-09-12T13:16:00.000000,36.349141166667,18.1103815,4,0,0,0,0,1
2024-09-12T13:17:00.000000,36.349177,18.105900166667,4,0,0,0,0,1
2024-09-12T13:18:00.000000,36.349201333333,18.101390833333,4,0,0,0,0,1
2024-09-12T13:19:00.000000,36.349192166667,18.096860833333,4,0,0,0,0,1
2024-09-12T13:20:00.000000,36.349197166667,18.092315333333,4,0,0,0,0,1
2024-09-12T13:21:00.000000,36.3492085,18.087776,4,0,0,0,0,1
2024-09-12T13:22:00.000000,36.349226333333,18.0832415,4,0,0,0,0,1
2024-09-12T13:23:00.000000,36.349258833333,18.078733333333,4,0,0,0,0,1
2024-09-12T13:24:00.000000,36.3492665,18.074234833333,4,0,0,0,0,1
2024-09-12T13:25:00.000000,36.349295333333,18.069730833333,4,0,0,0,0,1
2024-09-12T13:26:00.000000,36.349319333333,18.065272,4,0,0,0,0,1
2024-09-12T13:27:00.000000,36.349352666667,18.060851333333,4,0,0,0,0,1
2024-09-12T13:28:00.000000,36.3493735,18.056449,4,0,0,0,0,1
2024-09-12T13:29:00.000000,36.349431,18.052035,4,0,0,0,0,1
2024-09-12T13:30:00.000000,36.349474166667,18.047635666667,4,0,0,0,0,1
2024-09-12T13:31:00.000000,36.34952,18.043232,4,0,0,0,0,1
2024-09-12T13:32:00.000000,36.349601333333,18.038854833333,4,0,0,0,0,1
2024-09-12T13:33:00.000000,36.349631166667,18.034468333333,4,0,0,0,0,1
2024-09-12T13:34:00.000000,36.349642833333,18.0300585,4,0,0,0,0,1
2024-09-12T13:35:00.000000,36.349679833333,18.0256225,4,0,0,0,0,1
2024-09-12T13:36:00.000000,36.349703666667,18.021190166667,4,0,0,0,0,1
2024-09-12T13:37:00.000000,36.349736833333,18.016777166667,4,0,0,0,0,1
2024-09-12T13:38:00.000000,36.349751,18.012361666667,4,0,0,0,0,1
2024-09-12T13:39:00.000000,36.349748833333,18.007947833333,4,0,0,0,0,1
2024-09-12T13:40:00.000000,36.349748833333,18.003534666667,4,0,0,0,0,1
2024-09-12T13:41:00.000000,36.349744166667,17.999119,4,0,0,0,0,1
2024-09-12T13:42:00.000000,36.349775,17.994712333333,4,0,0,0,0,1
2024-09-12T13:43:00.000000,36.349758666667,17.99032,4,0,0,0,0,1
2024-09-12T13:44:00.000000,36.349724833333,17.985909166667,4,0,0,0,0,1
2024-09-12T13:45:00.000000,36.3496915,17.981469333333,4,0,0,0,0,1
2024-09-12T13:46:00.000000,36.349671333333,17.977028166667,4,0,0,0,0,1
2024-09-12T13:47:00.000000,36.349633833333,17.972561,4,0,0,0,0,1
2024-09-12T13:48:00.000000,36.349602833333,17.968074666667,4,0,0,0,0,1
2024-09-12T13:49:00.000000,36.349569666667,17.9635905,4,0,0,0,0,1
2024-09-12T13:50:00.000000,36.349536333333,17.959102833333,4,0,0,0,0,1
2024-09-12T13:51:00.000000,36.349476333333,17.954608833333,4,0,0,0,0,1
2024-09-12T13:52:00.000000,36.3494195,17.950100666667,4,0,0,0,0,1
2024-09-12T13:53:00.000000,36.3494025,17.9455955,4,0,0,0,0,1
2024-09-12T13:54:00.000000,36.349368666667,17.9410725,4,0,0,0,0,1
2024-09-12T13:55:00.000000,36.349363666667,17.936556666667,4,0,0,0,0,1
2024-09-12T13:56:00.000000,36.349336833333,17.932036333333,4,0,0,0,0,1
2024-09-12T13:57:00.000000,36.3492775,17.9275075,4,0,0,0,0,1
2024-09-12T13:58:00.000000,36.349227666667,17.9229625,4,0,0,0,0,1
2024-09-12T13:59:00.000000,36.3492065,17.918420666667,4,0,0,0,0,1
2024-09-12T14:00:00.000000,36.349158666667,17.913885166667,4,0,0,0,0,1
2024-09-12T14:01:00.000000,36.349110666667,17.9093405,4,0,0,0,0,1
2024-09-12T14:02:00.000000,36.349099833333,17.904807833333,4,0,0,0,0,1
